orf	mRNA	Protein	Length	dN	CAI
YHR167W	70.10305243	314454104.5	786	0.149300077	0.1176
YLR260W	51.93507947	98293965.57	2064	0.149399908	0.1288
YPR008W	106.3667095	185291043.7	2085	0.14950005	0.1269
YGR276C	148.3136668	571605156	1662	0.149599989	0.1508
YLR405W	83.59757921	211739494.3	1104	0.149700432	0.1239
YPL210C	180.639413	1498434264	1923	0.149900031	0.1715
YDL116W	132.6662846	592426223	2181	0.150099953	0.1501
YDL148C	133.4098224	1149091544	2433	0.150100357	0.2144
YPL123C	40.83725941	152839063	1305	0.15030028	0.1506
YPL127C	254.8940241	1330633572	777	0.150500016	0.1704
YBL007C	256.3268744	1816973118	3735	0.150500374	0.1893
YGL129C	82.01582486	2393942863	1467	0.150599882	0.1474
YCL028W	253.9882103	570878460.3	1218	0.150599966	0.1849
YOR355W	292.7657553	131656909.6	1569	0.150799907	0.1426
YER020W	130.1395643	372325008.2	1350	0.150800077	0.0997
YNL127W	39.24377378	287970821.1	2862	0.150900258	0.1244
YOR118W	80.93517459	295833630.1	1704	0.151100405	0.1337
YER113C	88.60648111	95964890.25	2121	0.151200094	0.1119
YAL043C	87.66689459	1749819383	2358	0.15129994	0.1296
YBR242W	126.3036789	249561781.3	717	0.151399965	0.1461
YHR120W	51.42458806	131799190.7	2880	0.151400305	0.1192
YDL207W	67.59075459	144234688.1	1617	0.151400396	0.1132
YOL096C	51.16489763	98745282.38	939	0.151499986	0.1393
YDR517W	190.6022242	242950655.5	1119	0.151600052	0.1285
YFL009W	109.153785	132495142.9	2340	0.151699912	0.1387
YKR082W	124.9270705	1770458821	3474	0.15170043	0.1404
YEL062W	33.597664	151490039.9	1848	0.151900294	0.1321
YGR199W	153.3090465	143014571.4	2280	0.151900399	0.1263
YGR266W	76.23812105	678832091.4	2106	0.152000007	0.1676
YNL304W	40.99630875	34100024.5	1068	0.152000375	0.1079
YKL112W	134.1240819	1166352104	2196	0.152300355	0.1784
YJL117W	472.6195637	402884814	936	0.152700265	0.1905
YIL026C	52.65596763	395299351.7	3453	0.152700316	0.1689
YPR032W	39.28433053	152185411.8	3102	0.152700433	0.1285
YHR187W	113.5111936	686619329.9	930	0.152800317	0.1221
YGL065C	70.12242865	904888452.7	1512	0.152900233	0.1704
YLR392C	38.39785974	13408979.29	1557	0.153000259	0.1115
YKR016W	89.01028789	2424492014	1623	0.153100343	0.1592
YBR151W	219.1513816	515562626.2	951	0.153200324	0.1477
YNL308C	324.6724882	1137103539	1776	0.153300151	0.1947
YJL004C	187.5262816	67970664.19	612	0.153499958	0.0946
YDR229W	99.70459056	254485884.4	1362	0.153499967	0.1072
YLR373C	62.47639703	116992149.4	2706	0.153600319	0.1448
YKR065C	213.5011008	1280826057	594	0.153799976	0.1745
YMR027W	191.3838758	1464468874	1413	0.153800071	0.1875
YPR185W	79.33582081	123239309.5	2217	0.154300061	0.1239
YDR322W	96.70213486	659576465.9	1104	0.15440047	0.1571
YOR131C	169.6464436	723853621.7	657	0.154500074	0.0929
YKL075C	71.26464944	266146590	1353	0.154800017	0.1697
YCL037C	202.4060966	3297423781	1305	0.15480046	0.2852
YBL086C	57.64673556	181703174.5	1401	0.154899923	0.1151
YKL184W	147.0718755	1236303652	1401	0.155199874	0.1748
YHR191C	85.53278344	55773571.43	402	0.155300474	0.0694
YLR055C	84.84778441	133126626.9	1809	0.155400302	0.1235
YLR298C	83.14149486	274863018.1	696	0.155600098	0.127
YJL139C	49.60703583	44932756.43	1287	0.155600316	0.1377
YKR079C	96.07155219	454995079	2517	0.155600443	0.1586
YJR010C-A	120.4124072	179399038	285	0.155700723	0.0928
YHL004W	112.6674839	391298717.4	1185	0.155900412	0.1675
YDR476C	158.5386208	614244689.4	675	0.156100042	0.0994
YGR261C	117.5698216	1059811610	2430	0.156199981	0.1559
YDL150W	119.9959206	572374440.9	1269	0.156200023	0.1392
YER014W	81.92617588	1884849469	1620	0.15620045	0.1239
YNR015W	100.8228927	526404821.1	1155	0.156399979	0.14
YIL135C	86.97176865	68072653.44	1311	0.156400422	0.1268
YFL048C	214.4700908	1381032268	1338	0.15650025	0.1767
YDR518W	150.1482519	474586412	1554	0.156600437	0.1998
YPR002W	18.94779	149439466.6	1551	0.156799906	0.1135
YER127W	196.4350739	213753106.1	1074	0.156800477	0.1591
YBR280C	35.92682222	100706946.3	1914	0.157200036	0.1242
YPL046C	65.545966	64297362.57	300	0.157200054	0.0714
YER016W	137.3039037	350985633.2	1035	0.157399939	0.1009
YPR128C	106.0265622	543395083.3	987	0.15759995	0.1441
YOR056C	168.4464889	985063438.9	1380	0.157900009	0.1462
YHR199C	171.1516079	358527982.8	933	0.158000006	0.1188
YER079W	134.2353676	23936017.25	633	0.158200391	0.166
YDR348C	113.1602539	532820672.5	1500	0.158299934	0.146
YPL140C	48.17099784	151498572.1	1521	0.158300298	0.1223
YBR053C	141.4289173	921671317.4	1077	0.158400346	0.1671
YNL077W	35.74298838	63203458.33	1587	0.158499875	0.1429
YER111C	43.08850606	109886287.8	3282	0.158600008	0.1449
YNR030W	141.8279797	435984230.2	1656	0.158600047	0.2031
YIL104C	90.56267892	392102467	1524	0.158800312	0.1356
YJL068C	145.9059995	744582108.3	900	0.158800425	0.1988
YDL070W	362.1472768	20674296.86	1917	0.158999431	0.1622
YGL169W	60.57567351	681275804.3	1281	0.158999996	0.1134
YPR155C	46.61950108	175394005	1851	0.159400317	0.1321
YHR038W	54.66887485	751985226.2	693	0.159500447	0.1555
YKL167C	150.2474764	529981903.7	414	0.159599934	0.1485
YMR115W	52.88307132	775553218.7	1506	0.159600442	0.13
YDR538W	84.50151028	47767843.25	729	0.159700489	0.1332
YMR032W	76.95699344	107598504.9	2010	0.1599001	0.1274
YJR006W	66.64119579	208738958.6	1464	0.159900267	0.1571
YKL206C	94.40648455	242041174.4	804	0.160000477	0.0957
YER167W	136.5567803	102261285.7	2556	0.160299987	0.1407
YPL155C	33.89997108	19462551.29	2121	0.160300043	0.1187
YLR072W	90.72413429	292731334	2082	0.160300081	0.1159
YOL056W	104.142075	272290909.2	912	0.160399973	0.1621
YHR028C	136.9443235	631108305.9	2457	0.160400039	0.1393
YNR029C	102.4519497	308579164.7	1290	0.160400251	0.1448
YJR144W	171.2791555	1927331368	810	0.160500348	0.1628
YJL042W	198.6055097	238844836.2	4197	0.160600057	0.1523
YDR436W	41.11865694	45401102.11	2133	0.160799942	0.1092
YJR084W	80.75684632	215331439	1272	0.160899906	0.0988
YLR023C	116.9270211	38587000	1632	0.160900343	0.1578
YJR057W	95.87388351	258317872.8	651	0.160900402	0.1478
YER005W	112.6091463	42424556.25	1893	0.160999926	0.119
YEL020C	60.09609833	74541142.86	1683	0.161000459	0.1162
YDR326C	110.5249618	429790000	4317	0.161200226	0.1458
YML060W	57.81412892	207476241.6	1131	0.16120033	0.1446
YGR068C	34.75474389	48593621.63	1761	0.161299999	0.1046
YJL062W	133.4811503	125063709.9	2493	0.161300319	0.1163
YCR048W	146.6554369	60002820.51	1833	0.161300347	0.114
YBR289W	68.73819056	44461731.94	2718	0.161400403	0.1194
YBR052C	403.2544139	611127447.2	633	0.161700094	0.1494
YNL253W	52.90034351	380455714.3	1269	0.161700429	0.1461
YBL033C	152.1960983	289523567.1	1038	0.161900252	0.1118
YBR162W-A	672.890455	206478871.3	198	0.162000096	0.1605
YBL066C	25.05009056	22133292	3447	0.162000319	0.142
YPL048W	386.2480934	4354705269	1248	0.162100175	0.3962
YKL175W	264.0838825	18778700	1512	0.162100358	0.1422
YNL048W	130.7352886	494009691.4	1647	0.16210045	0.1437
YOR279C	43.359165	60000143.5	933	0.162200329	0.1271
YHR118C	37.43571469	104923911	1308	0.162399949	0.1292
YER010C	105.1000647	110006582.3	705	0.162500016	0.1166
YER004W	230.3583181	673157297.3	696	0.162500082	0.1187
YOR322C	99.32031108	106409377.1	2457	0.162500393	0.1127
YIL128W	83.39735053	1357022588	3099	0.162600293	0.1455
YCL033C	199.2809913	252031200	507	0.162699937	0.1195
YNR033W	67.851522	401448433.6	2364	0.162900037	0.1364
YGL172W	226.0132976	272665847.8	1419	0.16300047	0.099
YML046W	123.0025814	420175279.3	1890	0.16309994	0.1229
YPR161C	88.85676541	518216557.6	1974	0.163100476	0.1154
YGL164C	108.7854363	501626422.5	1323	0.163300413	0.1188
YML102W	89.35197028	441787440	1407	0.163400354	0.0799
YGL002W	136.8162491	86610357.14	651	0.163700053	0.1573
YDR444W	57.29070667	23425424.56	2064	0.163700351	0.1063
YGR016W	20.66386703	46541529.75	573	0.163899971	0.134
YAL032C	41.48360528	147042413.6	1140	0.163900046	0.1389
YLL027W	204.9526947	37272538.25	753	0.164000497	0.1133
YML112W	61.57879342	429928080.8	891	0.164300065	0.1468
YNL194C	7.020529459	48320283.33	906	0.164399981	0.1153
YAL049C	211.4690839	865423179.9	741	0.164499971	0.1719
YHR110W	201.69346	146531641.6	639	0.164700287	0.1319
YIL097W	28.65462306	44316623	1551	0.16470043	0.1379
YNL004W	160.8882068	432276359.5	1290	0.164800345	0.153
YDR201W	119.4663919	17019062.62	498	0.165299917	0.1558
YOR352W	56.98325568	349741813.5	1032	0.165400431	0.1607
YPR179C	32.47026429	360191387.3	1968	0.165599894	0.1418
YHR102W	59.05292333	308666380	3243	0.165600061	0.1205
YJL158C	2031.201899	590622837.2	684	0.165800006	0.5886
YGL124C	55.73954027	85552375.13	1935	0.165800442	0.1125
YOR171C	69.29482784	1094039800	1875	0.165899987	0.1545
YNL039W	87.58266405	206837114.6	1785	0.1659	0.1447
YER083C	228.6696624	986273424.8	858	0.165900519	0.1182
YPL104W	57.08389132	386210818.9	1977	0.166000437	0.1409
YNL182C	135.4048986	1533437330	1668	0.166100085	0.1483
YNL315C	179.9185374	641366631.9	957	0.166200382	0.1469
YIR010W	88.07210583	39513261.72	1731	0.166300402	0.1128
YGR194C	75.60403129	349626683.1	1803	0.166600085	0.1419
YDL153C	311.5657312	916361170.4	1833	0.166600279	0.2202
YOR377W	72.80725474	67654393.29	1578	0.166700044	0.1476
YNL087W	195.8121688	1275639344	3537	0.167000049	0.1529
YOL128C	70.38581703	21269742.86	1128	0.167300429	0.1066
YGR208W	231.9412539	1080368363	930	0.167400372	0.2054
YML020W	51.93354026	26066714.61	1995	0.167499928	0.1245
YPL195W	171.4920863	672993259.8	2799	0.167700293	0.1678
YKL139W	54.22090571	269568717.8	1587	0.168000039	0.1199
YKL042W	51.46347568	450416549.4	1092	0.168000375	0.1366
YGR167W	318.0959345	1853927188	702	0.168199989	0.2277
YML032C	113.7199275	193802349.3	1416	0.168200443	0.1292
YMR092C	260.6454463	1125320034	1848	0.16870006	0.1796
YLR223C	124.7382472	208828928.9	3258	0.16889989	0.1544
YKL088W	69.26344111	444798151.9	1716	0.169000439	0.1239
YNL172W	51.24236833	16551287.44	5247	0.169100325	0.1204
YGR062C	84.91879297	38131352.57	951	0.169200396	0.0704
YDR140W	103.2866711	62065431.63	666	0.16920047	0.1227
YCR065W	88.83730028	12879853.63	1695	0.169200518	0.1379
YPL187W	813.0780606	145909500	498	0.169300452	0.2635
YOL095C	30.73823941	41249504.5	2121	0.169500073	0.1288
YDL091C	52.99605361	102576941.6	1368	0.169600353	0.1381
YDR441C	120.4214995	179277188.3	546	0.169899969	0.1388
YOR124C	106.4373218	1530726471	3819	0.169899989	0.1524
YLR418C	120.9367443	727983169.5	1182	0.170000011	0.1362
YPR097W	112.6213443	711376501.4	3222	0.170000111	0.161
YER147C	54.79325361	28219961.33	1875	0.170000483	0.0793
YBR058C	88.93788472	239136198.1	2346	0.17010005	0.162
YHL030W	73.75248028	530055104.8	5607	0.170199937	0.1451
YDL173W	193.3895372	404167982.2	888	0.170200254	0.1636
YAL046C	99.76255081	150322161.9	357	0.170200369	0.1133
YOR353C	62.24843378	229550543.7	2376	0.170200406	0.0998
YJL063C	186.1596253	613158473.7	717	0.170599969	0.0884
YBR279W	171.9647747	934115437.4	1338	0.170999884	0.184
YBL057C	152.0827889	539492110.1	645	0.170999957	0.126
YDR511W	85.46841273	380145577.3	402	0.171200072	0.135
YLR435W	188.4787558	527178893.4	618	0.171200093	0.2049
YPR124W	259.1775784	1040575788	1221	0.171200275	0.1185
YNL329C	82.58242389	109281453.8	3093	0.17140003	0.1192
YPL107W	42.22759486	51022643	747	0.171500359	0.146
YKR072C	158.1367947	623173210	1689	0.171500448	0.1551
YMR113W	96.05722444	259396932.2	1284	0.17159992	0.1194
YPL146C	167.1851011	1582260796	1368	0.171900022	0.2054
YMR263W	115.9531722	179025924.5	606	0.172099908	0.1092
YJR013W	98.21669243	37152886.25	1212	0.172399988	0.1079
YJL207C	96.77086865	327079102.4	6045	0.17240002	0.1353
YNL098C	473.2660178	1715695573	969	0.172599922	0.167
YDR087C	200.6575946	1133499078	837	0.172599985	0.1575
YHL023C	55.82753595	44880097.63	3441	0.172699962	0.1437
YIL049W	92.22094568	26763250	762	0.172700252	0.1039
YPR129W	176.9059236	555200948	1050	0.172900059	0.2026
YLR396C	55.54104784	981471211	2076	0.173000363	0.1201
YOL041C	172.1293156	1493224187	1380	0.173000469	0.2164
YML031W	137.5851808	102672959.6	1968	0.173200092	0.1142
YGL196W	109.4847127	578418345.9	1287	0.173300301	0.135
YIL001W	43.26705459	71778386.43	1542	0.173600057	0.1191
YAL010C	42.14214879	249276427.2	1482	0.173900353	0.1185
YKR100C	125.2407873	142258269.8	1068	0.174000529	0.1143
YPL150W	39.47415278	21972250	2706	0.174099905	0.1094
YKL007W	188.8350808	719933116.5	807	0.174200299	0.1809
YAL024C	32.50528389	183592788	4308	0.17430042	0.1225
YLR074C	295.5995686	1294984924	501	0.174300452	0.1327
YJR080C	110.1187694	436124861.3	1185	0.174300559	0.1441
YJR125C	165.4649559	1022860580	1227	0.174400042	0.1669
YPR180W	105.0270213	441896781.9	1044	0.174500434	0.147
YIR036C	112.0530261	604726830.8	792	0.174599935	0.1059
YGR206W	99.33724306	15557005.7	306	0.174600068	0.154
YNL177C	145.1560189	437089854.1	930	0.17510043	0.1082
YMR266W	175.4775405	1032371672	2862	0.175199905	0.1921
YPL157W	72.99444972	42396300	948	0.175199928	0.1022
YJR011C	35.46581162	58752651.43	786	0.175400467	0.1382
YIL085C	146.5671844	189147827.3	1554	0.175500308	0.1695
YDR465C	244.1242778	290117099.4	1239	0.175800345	0.1761
YMR220W	218.7089554	1314665396	1356	0.175800376	0.1439
YMR310C	133.9055551	64174217.13	954	0.175899963	0.113
YNL180C	198.7868645	1084536921	996	0.175900403	0.1284
YGR007W	251.5243055	338070348.5	972	0.175999947	0.1434
YIL016W	117.7032486	874144866.5	480	0.176099985	0.1541
YER059W	67.8913073	149034588.4	1263	0.176200358	0.107
YOR220W	125.7398176	223446301	798	0.176499695	0.1203
YGL181W	148.2045068	583027392.2	1191	0.176600426	0.1106
YKL191W	264.1132897	203521379.6	1605	0.176700314	0.1268
YJR093C	69.63521421	483895913.8	984	0.17680008	0.1194
YML088W	70.42487447	150514829.9	2007	0.17680008	0.1214
YPR048W	83.80287031	735068719.5	1872	0.177100013	0.1515
YBL058W	376.8833861	943883591.6	1272	0.177100303	0.1443
YNL152W	61.67254	105788166.7	1230	0.1771005	0.1208
YIL007C	56.65531711	176463427.4	663	0.177100526	0.1219
YPR091C	75.82835892	735826422.1	2313	0.17740034	0.1684
YML021C	81.83899972	206287202.7	1080	0.177700093	0.1098
YNL005C	131.2641887	807327687.2	1116	0.17779997	0.1394
YNL027W	50.68203553	266721247.7	2037	0.177800511	0.1464
YLL035W	52.63536222	28677213.33	1899	0.1780001	0.1231
YGR084C	136.1609549	592224139.8	1020	0.178299983	0.1107
YKL061W	64.23194324	28025554.5	342	0.178500016	0.135
YOL022C	160.622157	579014604.7	1227	0.178700297	0.1636
YDL203C	55.04470222	118124572.4	1872	0.178700506	0.1181
YDR410C	187.9763937	69544695.22	720	0.178800464	0.1157
YBL101C	96.02005833	245408307.8	3354	0.179100334	0.1237
YBR212W	121.1001465	77285925.4	2019	0.179200399	0.1193
YDR364C	71.78677081	121840367.3	1368	0.179500041	0.1364
YOR253W	275.1446747	677121420.4	531	0.179500087	0.1776
YKL116C	56.77675811	181845402.8	1557	0.179800478	0.1173
YDR175C	101.83289	587363333.4	960	0.179899889	0.1358
YKL204W	135.0719097	715017264.6	1899	0.180100438	0.1415
YIL140W	84.02391162	156495390.7	2472	0.180200378	0.1564
YHL013C	152.0092119	502801848.7	924	0.180300445	0.1534
YPR147C	126.0354383	311068001.2	915	0.180499988	0.1207
YNL047C	67.49970297	34423815.56	1971	0.180600395	0.1205
YIR002C	53.08511135	64840728.57	2982	0.180700325	0.152
YIL040W	222.8672097	6897806	417	0.180900312	0.1971
YFR041C	98.54511789	562854464.9	888	0.180999993	0.1586
YML095C	24.26771286	18549680	633	0.181300033	0.1163
YGL126W	211.6246976	20212815	1143	0.181300453	0.0659
YOL080C	93.76446486	763756661.6	870	0.181400054	0.1591
YER175C	97.47513806	937709806.1	900	0.181899973	0.1628
YBR024W	94.22461676	320346435.6	906	0.181900431	0.1554
YDR073W	102.0025356	14040140.75	510	0.182200588	0.0656
YDR505C	75.71975886	331328033.6	2526	0.182300309	0.1476
YHR202W	57.75086622	84715142.86	1809	0.182600474	0.1397
YEL055C	164.7861088	1663776040	3069	0.182700411	0.1529
YCR054C	39.68778771	302686234.3	1692	0.182700436	0.1555
YFR049W	190.0165597	784575191.4	372	0.182800092	0.1117
YJL031C	88.08512973	271522544.2	984	0.183000317	0.1614
YDR272W	185.6609608	1204940788	825	0.183000413	0.154
YGR113W	97.81178152	51469557.95	1032	0.183100073	0.133
YHR192W	100.6704516	442303966.2	837	0.183100523	0.1297
YMR160W	35.09210868	50142182.5	2451	0.183200032	0.1272
YJL066C	58.25744459	267689825.8	759	0.183200057	0.157
YNL076W	60.75100861	250258571.4	1755	0.183200392	0.1167
YCL052C	139.773706	216153890.6	1251	0.183300037	0.1319
YAL034W-A	33.49541333	108577410.8	870	0.183300443	0.1089
YPL115C	101.34745	276864030.2	3387	0.18340046	0.1358
YLR326W	69.53371919	174130058.4	723	0.183800004	0.1113
YLR077W	89.89328278	216982857.1	1752	0.184000036	0.1332
YJR022W	64.11903344	246540180.6	330	0.184000058	0.13
YKL214C	117.8641245	1081202419	612	0.184100361	0.1469
YJR052W	57.89716868	129612548.7	1698	0.184300006	0.1364
YKL119C	129.6892974	374351504.4	648	0.184400711	0.1344
YLR284C	47.29714031	134448714.3	843	0.184499938	0.1228
YDR334W	92.45363667	46899679.44	4545	0.184499956	0.1451
YDR252W	39.21518667	35474767.79	450	0.184599985	0.1209
YNR040W	67.203685	232250392.6	771	0.184699983	0.1126
YGL161C	263.2531282	352323242.1	933	0.184899941	0.1173
YKL062W	109.7198874	884450000	1893	0.185500387	0.1596
YCL036W	219.5014056	52011714.29	1701	0.185500466	0.0951
YNL256W	98.87749297	840036849	2475	0.185699958	0.1538
YAL031C	72.92594944	56864843.96	2283	0.186000526	0.123
YNL023C	76.61744595	161997573.6	2898	0.186299993	0.1371
YDL059C	40.18159972	70701781.14	717	0.186400567	0.1072
YHL020C	173.9485017	356249039.8	1215	0.186600079	0.0889
YNR027W	110.0835764	244388657.8	954	0.186800396	0.1013
YGL250W	35.7974525	40263853.25	726	0.186900087	0.1518
YJL180C	120.2172403	756261921.5	978	0.187100553	0.1181
YFL010C	431.5750936	227381944.2	636	0.187200367	0.1438
YGL157W	166.8351621	3124516444	1044	0.187200392	0.2057
YJR074W	88.37225711	393806604.5	657	0.187500067	0.1542
YBR264C	142.7518826	358655170.5	600	0.187600171	0.0683
YDL052C	237.5329771	1949583611	912	0.187600227	0.2128
YPL038W	130.9215597	448907915.1	534	0.187700813	0.0953
YNL217W	199.2211605	133683571.4	981	0.188000365	0.127
YEL059C-A	91.02436667	38993908.29	225	0.188000407	0.0833
YJR050W	84.24110973	82102873.13	708	0.188200421	0.0976
YJR032W	94.41990459	692563468.7	1182	0.188400435	0.1851
YDR329C	102.7333457	112676052.8	1326	0.18890035	0.0978
YEL040W	1015.08525	237770210.5	1404	0.188900422	0.2351
YPR118W	248.1953192	1314144899	1236	0.189000009	0.1546
YCR003W	132.8452386	117183477.5	552	0.189100741	0.1872
YOR371C	56.23827629	135372080.4	2694	0.189399974	0.1332
YJL002C	524.3717792	644089022.2	1431	0.189700063	0.1647
YGR136W	225.5194244	682812126.1	726	0.189999973	0.1195
YER172C	70.98314657	1735961778	6492	0.190099914	0.1318
YBR225W	39.86156143	326483827.9	2703	0.190100517	0.1407
YMR267W	104.1334989	507414162.5	933	0.190300534	0.1359
YHR197W	156.7063084	1322252875	2292	0.19039995	0.173
YJL044C	142.3974341	189589306.3	1377	0.190500068	0.1637
YLR452C	178.17423	417276274.6	2097	0.190799951	0.1499
YDR527W	121.9512197	452250090.2	1320	0.190800022	0.1622
YPL138C	68.60466132	137059585.3	1062	0.191000057	0.1342
YCR068W	22.59141457	13298008.57	1563	0.191100437	0.1209
YKL172W	481.9175126	3044457549	1284	0.191300097	0.277
YPR135W	77.04867571	577694931.3	2784	0.191400409	0.1437
YNL074C	115.6114261	311848428.6	1359	0.191599264	0.1304
YOR227W	83.60791333	260791274.4	3741	0.19160047	0.1486
YPL040C	34.99112722	345015533.5	3009	0.191600518	0.1312
YOR104W	68.48621081	107500238.4	849	0.191700283	0.1238
YJL091C	110.6911043	366408770.4	1473	0.191799286	0.1322
YGL073W	82.70349806	84505443.27	2502	0.191799912	0.125
YGR128C	160.8467529	1183854881	2142	0.192299943	0.1673
YHR171W	37.83436303	66506500	1893	0.19250044	0.148
YBR095C	72.23046919	145820532.8	1293	0.192699934	0.1455
YPL096W	98.53534472	491273105.8	1092	0.19280044	0.1149
YKL201C	84.88930969	53388399.5	3537	0.192800473	0.1939
YDR386W	43.31763394	55525975	1899	0.193099957	0.1178
YDR383C	61.63341189	124063571.4	717	0.193499953	0.1069
YGL017W	56.93673941	585993621.2	1512	0.193600518	0.1242
YHR103W	123.6874686	255956672.2	2559	0.193799926	0.1359
YJR118C	150.2101897	138477677.8	612	0.193800468	0.189
YNR038W	132.5658609	598474636.1	1890	0.194099958	0.1869
YGL025C	55.96318568	229100069.5	1194	0.194299476	0.1052
YBL031W	32.47431333	28021037.71	1017	0.194499857	0.1312
YIL044C	131.7907162	459329702.6	897	0.194601309	0.1456
YML117W	114.5828762	471316167.8	3405	0.195200017	0.1302
YNR006W	84.32312105	832220755.9	1869	0.195200445	0.1357
YLR393W	17.27558571	312135235.6	840	0.195201247	0.1284
YMR283C	43.66866895	237333282.4	1542	0.195400429	0.126
YER114C	77.54331694	375308182.3	3123	0.195500082	0.1322
YBL051C	244.4093222	177119362.8	2007	0.19550045	0.1868
YBR015C	170.3885809	1902563499	1794	0.195800504	0.1697
YEL053C	63.73598278	243985259.1	2202	0.19590045	0.1535
YGL039W	155.3960189	348228734.1	1047	0.195999994	0.2022
